gene_id	NA.	X100_cells_rep1	X100_cells_rep2	X100_cells_rep3	X300_cells_rep1	X300_cells_rep2	X300_cells_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000035235	Trim13	31.5014625900656	27.1138134653629	34.5341976422564	23.1366683857026	29.745525946626	31.6547802678815	29.6144080496492	0.139777700097189	0.333524848108704	0.41909231318091	0.675148668242426	0.999395725477064
ENSMUSG00000035236	Scai	29.8860029700623	23.2404115417396	37.8762167689264	40.2376841490481	24.6169869903112	46.9363983282381	33.7989501247209	-0.301379583650266	0.33393094928656	-0.9025206687016	0.366780347019098	0.999395725477064
ENSMUSG00000035237	Lcat	11.3082173400236	6.77845336634071	7.79804462889661	5.02971051863101	4.10283116505186	6.54926488300997	6.92775365032562	0.739109596223175	0.692556442777472	1.06721929155551	0.285872823125113	0.999395725477064
ENSMUSG00000035239	Neu3	5.65410867001178	5.8101028854349	1.11400637555666	6.03565262235721	9.23137012136669	6.54926488300997	5.7324175929562	-0.757931219681858	0.774938830864622	-0.978052963014142	0.328048129974257	0.999395725477064
ENSMUSG00000035242	Oaz1	1047.62556357218	1181.3875867051	1112.8923691811	1141.74428772924	1063.6589795397	1110.10039767019	1109.56819739958	0.010200461818988	0.070415772158115	0.144860469556215	0.884821037873151	0.999395725477064
ENSMUSG00000035246	Pcyt1b	18.5777856300387	11.6202057708698	12.2540701311232	18.1069578670716	17.4370324514704	14.1900739131883	15.3643542939603	-0.215157667891001	0.461940442211502	-0.465769281557058	0.641380655236103	0.999395725477064
ENSMUSG00000035248	Tut7	101.773956060212	98.7717490523932	99.1465674245426	92.5466735428106	91.287993422404	96.0558849508129	96.5971374088626	0.0999031766065008	0.184196208206752	0.542373687162789	0.587561102525258	0.999395725477064
ENSMUSG00000035262	Amh	3.23091924000673	2.90505144271745	5.57003187778329	4.02376841490481	2.05141558252593	1.09154414716833	3.14545511751776	0.680163969084381	1.03035193606353	0.660127811942541	0.50917181235015	0.999395725477064
ENSMUSG00000035266	Helq	40.3864905000842	40.6707201980443	46.7882677733796	40.2376841490481	34.8740649029408	41.4786775923965	40.7393175193156	0.129162621657083	0.282631444933226	0.457000181588425	0.647670914983008	0.999395725477064
ENSMUSG00000035268	Pkig	449.905504170938	489.016992857437	475.680722362693	432.555104602267	450.285720364442	424.61067324848	453.675786267709	0.111864395507055	0.0929246332783309	1.20381853078715	0.228659725746018	0.999395725477064
ENSMUSG00000035274	Tpbg	335.207871150699	253.707825997324	245.081402622465	296.75292059923	268.735441310897	245.597433112874	274.180482465581	0.0459635971333898	0.134227862164113	0.342429629678469	0.732027593522508	0.999395725477064
ENSMUSG00000035275	Raver2	118.736282070247	129.758964441379	110.286631180109	123.730878758323	120.007811577767	93.8727966564762	116.065560780717	0.0871198660525061	0.176918388661151	0.492429683040837	0.622415619740397	0.999395725477064
ENSMUSG00000035278	Plekhj1	569.449516051187	602.313999123418	593.765398171699	560.309751775495	603.116181262624	629.820972916125	593.129303216758	-0.0228099077556581	0.0849301332079757	-0.268572612500225	0.788258590212647	0.999395725477064
ENSMUSG00000035279	Ssc5d	50.8869780301061	46.4808230834792	43.4462486467097	61.3624683272983	51.2853895631483	57.8518397999214	51.8856245751105	-0.270714327306876	0.251608993116149	-1.07593263640583	0.281957384601113	0.999395725477064
ENSMUSG00000035283	Adrb1	3.23091924000673	0.968350480905816	3.34201912666997	2.0118842074524	1.02570779126297	1.09154414716833	1.94507083224437	0.86400170749025	1.30784816149865	0.660628452847462	0.50885061745463	0.999395725477064
ENSMUSG00000035284	Vps13c	5.65410867001178	8.71515432815235	2.22801275111332	13.0772473484406	11.2827857038926	5.45772073584164	7.73583825624206	-0.831495730005842	0.683490462109041	-1.21654328202343	0.223778033745013	0.999395725477064
ENSMUSG00000035285	Nat14	12.1159471500252	23.2404115417396	21.1661211355765	22.1307262819764	11.2827857038926	21.8308829433666	18.6278124594295	0.0199342933406542	0.442164203078824	0.0450834626635312	0.964040782901961	0.999395725477064
ENSMUSG00000035297	Cops4	836.808083161744	898.629246280597	888.977087694213	831.914119781569	857.491713495839	835.031272583771	858.141920499622	0.0545845427233477	0.072577962524532	0.752081497257485	0.452002050208604	0.999395725477064
ENSMUSG00000035299	Mid1	79.157521380165	70.6895851061246	69.0683952845128	90.5347893353582	70.7738375971446	64.4011046829314	74.1042055643728	-0.0423674639356816	0.218069502074751	-0.19428422375706	0.845953337895514	0.999395725477064
ENSMUSG00000035305	Ror1	14.5391365800303	9.68350480905816	14.4820828822366	13.0772473484406	15.3856168689445	13.0985297660199	13.3776863757883	-0.102104255631767	0.490268900059516	-0.208261742932036	0.835024601403063	0.999395725477064
ENSMUSG00000035310	Lin54	70.2724934701464	59.0693793352548	63.4983634067295	54.3208736012149	54.3625129369372	75.3165461546146	62.8066948174829	0.0742847520909838	0.236398286228104	0.314235577914916	0.753342122955291	0.999395725477064
ENSMUSG00000035311	Gnptab	60.5797357501262	72.6262860679362	79.0944526645227	61.3624683272983	65.6452986408298	79.682722743288	69.8318273656669	0.0331428861295026	0.22419036828055	0.147833675387998	0.882474032210888	0.999395725477064
ENSMUSG00000035314	Gdpd5	27.4628135400572	27.1138134653629	25.6221466378031	26.1544946968813	17.4370324514704	22.9224270905349	24.452121313685	0.271655973641153	0.365752501244719	0.742731690738029	0.457644139176086	0.999395725477064
ENSMUSG00000035325	Sec31a	436.981827210911	478.365137567473	484.592773367146	459.715541402874	475.928415146016	432.251482278658	461.305862828846	0.0301961806720511	0.094198275226138	0.320559804301728	0.748544002745091	0.999395725477064
ENSMUSG00000035329	Fbxo33	98.5430368202054	92.9616461669584	102.488586551213	83.4931946092748	69.7481298058817	90.5981642149712	89.638793028084	0.2702500599174	0.195997140762862	1.37884695085617	0.167941947236837	0.999395725477064
ENSMUSG00000035337	Uchl4	19.3855154400404	12.5885562517756	11.1400637555666	16.0950736596192	5.12853895631483	14.1900739131883	13.0879703294175	0.30048328165511	0.529257649456781	0.567744806265	0.570208262377883	0.999395725477064
ENSMUSG00000035342	Lzts2	698.686285651456	630.396163069686	659.491774329542	730.313967305223	691.327051311239	671.299650508522	680.252482029278	-0.0727880672087085	0.0812335351478879	-0.896034711233431	0.370234224752635	0.999395725477064
ENSMUSG00000035351	Nup37	546.025351561138	651.699873649614	632.755621316182	516.048299211542	646.195908495669	580.701486293551	595.571090087949	0.0683423517355407	0.0983585055204521	0.694829098652073	0.487162410024253	0.999395725477064
ENSMUSG00000035354	Uvrag	63.0029251801313	57.1326783734432	57.9283315289462	53.3149314974887	55.3882207282002	64.4011046829314	58.5280319985235	0.0453917280216517	0.237031459877228	0.191500858346662	0.848133208120475	0.999395725477064
ENSMUSG00000035356	Nfkbiz	3.23091924000673	6.77845336634071	8.91205100445326	2.0118842074524	9.23137012136669	7.6408090301783	6.30091449496635	-0.0189098693312986	0.756748761955403	-0.0249883056067861	0.980064291471269	0.999395725477064
ENSMUSG00000035357	Pdzrn3	183.354666870382	180.113189448482	192.723102971302	187.105231293074	232.835668616693	183.379416724279	193.251879320702	-0.119392946252469	0.140758995049799	-0.848208288288988	0.396321982185263	0.999395725477064
ENSMUSG00000035365	Parpbp	72.6956829001515	67.7845336634071	71.2964080356261	67.3981209496555	70.7738375971446	82.9573551847929	72.1509897217963	-0.0596515120888726	0.214756376593957	-0.27776363633503	0.781193807107399	0.999395725477064
ENSMUSG00000035367	Rmi1	109.851254160229	99.7400995332991	110.286631180109	111.659573513608	112.827857038926	108.062870569664	108.738047665973	-0.0562935531242767	0.174791041710247	-0.322062003712955	0.747405722549631	0.999395725477064
ENSMUSG00000035372	1810055G02Rik	269.781756540562	251.771125035512	274.045568386938	292.729152184325	277.966811432264	322.005523414657	281.383322832376	-0.165485822002682	0.115724229939358	-1.43000149656991	0.152716589544754	0.999395725477064
ENSMUSG00000035376	Hacd2	127.621309980266	138.474118769532	152.618873451262	109.647689306156	131.29059728166	140.809194984714	133.410297295598	0.130211686510704	0.165957911494582	0.784606683333408	0.43268421032584	0.999395725477064
ENSMUSG00000035378	Shq1	92.0811983401919	100.708450014205	125.882720437902	83.4931946092748	103.59648691756	104.78823812816	101.758381407882	0.119648313478605	0.192275058723859	0.622276827128373	0.533759855801526	0.999395725477064
ENSMUSG00000035382	Pcsk7	47.6560587900993	43.5757716407617	42.332242271153	52.3089893937625	45.1311428155705	60.034928094258	48.5065221676008	-0.231802590941039	0.261697981815603	-0.885763769872597	0.375744836782088	0.999395725477064
ENSMUSG00000035390	Brsk1	58.9642761301229	64.8794822206897	43.4462486467097	63.3743525347507	60.516759684515	49.1194866225748	56.7167676398938	-0.0429670858665826	0.249813476490911	-0.17199666915546	0.863440147606195	0.999395725477064
ENSMUSG00000035392	Dennd1a	75.9266021401582	74.5629870297478	72.4104144111828	92.5466735428106	86.1594544660891	56.7602956527531	76.3944045404569	-0.0815103373675084	0.22161849037803	-0.367795743164167	0.713025543353255	0.999395725477064
ENSMUSG00000035397	Klf16	113.889903210237	120.075459632321	123.654707686789	106.629862994977	120.007811577767	100.422061539486	114.11330110693	0.125484018044484	0.172894998430702	0.725781654665846	0.467972635014982	0.999395725477064
ENSMUSG00000035399	Oser1	11.3082173400236	3.87340192362326	4.45602550222663	9.05347893353582	11.2827857038926	9.82389732451495	8.29963445463614	-0.581854829628432	0.645878673390705	-0.900873265521891	0.367655707178671	0.999395725477064
ENSMUSG00000035401	Emsy	216.471589080451	206.258652432939	219.459255984662	244.443931205467	220.527175121538	246.688977260042	225.641596847516	-0.148133800377462	0.125705871551126	-1.17841592082845	0.238630833694547	0.999395725477064
ENSMUSG00000035403	Crb2	209.202020790436	246.929372630983	240.625377120238	212.253783886229	200.013019296278	242.322800671369	225.224395732589	0.087695513036203	0.13189030809736	0.664912489031924	0.506106467191578	0.999395725477064
ENSMUSG00000035413	Tmem98	81.58071081017	74.5629870297478	84.664484542306	92.5466735428106	104.622194708823	79.682722743288	86.2766288961908	-0.203809204665169	0.200181617281014	-1.01812148105019	0.308620228032239	0.999395725477064
ENSMUSG00000035437	Rabgap1	180.931477440377	184.954941853011	200.521147600198	176.039868152085	193.858772548701	200.844123078972	189.525055112224	-0.013042229373798	0.136860483826978	-0.0952958005780998	0.924079878128987	0.999395725477064
ENSMUSG00000035439	Haus8	170.430989910355	171.398035120329	178.241020089065	174.027983944633	162.061831019549	170.280886958259	171.073457840365	0.0371718722781554	0.141044902627169	0.263546371302858	0.792129487241252	0.999395725477064
ENSMUSG00000035441	Myo1d	2.42318943000505	4.84175240452908	2.22801275111332	0	1.02570779126297	4.36617658867331	2.48080649426395	0.84184558830126	1.21761065938556	0.691391440943919	0.489319581386864	0.999395725477064
ENSMUSG00000035443	Thyn1	688.993527931436	685.592140481318	646.123697822862	604.571204339447	672.864311068506	728.059946161275	671.034137967474	0.0132270081011104	0.0858940934657181	0.153992056582907	0.877615998807433	0.999395725477064
ENSMUSG00000035451	Foxa1	24.2318943000505	18.3986591372105	13.3680765066799	17.1010157633454	12.3084934951556	13.0985297660199	16.4177781614103	0.412224537840066	0.454172587213704	0.907638526510408	0.3640692323542	0.999395725477064
ENSMUSG00000035455	Fignl1	209.202020790436	216.910507722903	197.179128473528	210.241899678776	221.552882912801	203.027211373309	209.685608491959	-0.0253341240408406	0.129443779257696	-0.195715268714501	0.844833032826085	0.999395725477064
ENSMUSG00000035456	Prdm8	4.8463788600101	6.77845336634071	1.11400637555666	2.0118842074524	1.02570779126297	1.09154414716833	2.81132912463186	1.63814095153135	1.17634679923683	1.39256633553482	0.163750968957943	0.999395725477064
ENSMUSG00000035458	Tnni3	11.3082173400236	8.71515432815235	6.68403825333995	11.0653631409882	9.23137012136669	5.45772073584164	8.74364398661874	0.0626504052084341	0.61254183368066	0.102279390179734	0.918534913761384	0.999395725477064
ENSMUSG00000035469	Rcbtb1	511.292969731066	515.162455841894	507.986907253836	521.078009730173	527.213804709164	530.490455523807	518.870767131657	-0.0408200893968426	0.0860740530067385	-0.47424383970448	0.635326034440605	0.999395725477064
ENSMUSG00000035473	Galm	34.7323818300724	33.8922668317036	37.8762167689264	34.2020315266909	38.9768960679927	34.9294127093865	35.7682009557954	-0.0245312449549428	0.299455888356331	-0.081919394170511	0.934710811954707	0.999395725477064
ENSMUSG00000035476	Tab3	63.810654990133	51.3225754880083	52.3582996511629	56.3327578086673	59.491051893252	55.6687515055847	56.4973485561347	-0.0275829088413506	0.241937804588816	-0.114008262942738	0.909231243274834	0.999395725477064
ENSMUSG00000035478	Mbd3	1873.93315920391	1782.73323534761	1717.79783110837	1784.54129201028	1636.00392706443	1727.91438496746	1753.82063828368	0.0632792597364282	0.0615540365581782	1.02802778298088	0.303936758912803	0.999395725477064
ENSMUSG00000035486	Plk5	5.65410867001178	0.968350480905816	0	0	4.10283116505186	5.45772073584164	2.69716850863518	-0.451291113554007	1.25471014714739	-0.35967758336858	0.719088257548872	0.999395725477064
ENSMUSG00000035493	Tgfbi	40.3864905000842	37.7656687553268	51.2442932756063	26.1544946968813	38.9768960679927	32.7463244150498	37.8790279518235	0.396925210702839	0.302607422808506	1.31168365606821	0.189626893575498	0.999395725477064
ENSMUSG00000035495	Tstd2	163.969151430342	201.41690002841	209.433198604652	193.140883915431	220.527175121538	211.759564550656	200.041145608505	-0.127967084569514	0.140059835427566	-0.913660109472951	0.360895470863428	0.999395725477064
ENSMUSG00000035504	Reep6	46.0405991700959	52.2909259689141	38.990223144483	43.2555104602267	42.0540194417816	33.8378685622182	42.7448577912866	0.206598988921347	0.280345061681835	0.736945347572475	0.461155585508457	0.999395725477064
ENSMUSG00000035505	Cox18	234.241644900488	265.328031768194	231.713326115785	221.307262819764	272.838272475949	272.886036792082	249.719095812044	-0.067692808578729	0.127609012976319	-0.5304704346494	0.595785802444432	0.999395725477064
ENSMUSG00000035506	Slc12a8	1.61545962000337	1.93670096181163	2.22801275111332	1.0059421037262	2.05141558252593	2.18308829433666	1.83676988558618	0.136275221410884	1.29764420980259	0.105017400286952	0.916362001634691	0.999395725477064
ENSMUSG00000035509	Fbxl21	3.23091924000673	2.90505144271745	0	1.0059421037262	4.10283116505186	2.18308829433666	2.23797204097315	-0.201128480219739	1.23998225555244	-0.162202708400961	0.871146227049301	0.999395725477064
ENSMUSG00000035517	Tdrd7	44.4251395500926	30.0188649080803	27.8501593889165	46.2733367714053	30.771233737889	50.2110307697431	38.2582941876878	-0.29855419811122	0.312325971888671	-0.955905768277381	0.339119844475979	0.999395725477064
ENSMUSG00000035521	Gnptg	130.044499410271	131.695665403191	147.048841573479	123.730878758323	152.830460898182	144.083827426219	138.239028911611	-0.0440600464426021	0.160625468797356	-0.274302990506368	0.783851786530194	0.999395725477064
ENSMUSG00000035529	Prdm4	260.088998820542	271.138134653629	299.667715024741	270.598425902348	257.452655607004	289.259198999607	274.700854834645	0.0206593239520169	0.117495392499079	0.17583092845261	0.860426770771511	0.999395725477064
ENSMUSG00000035530	Eif1	7408.49781733544	7845.57559629892	7780.2205268877	7076.80269971383	8196.43095998236	7439.96490709932	7624.58208455293	0.02004355685112	0.0557507136387718	0.359521081308288	0.719205309982052	0.999395725477064
ENSMUSG00000035545	Leng8	305.321868180636	267.264732730005	261.791498255815	291.723210080599	270.786856893423	234.681991641191	271.928359630278	0.0681797191427312	0.123294684620998	0.552981820362431	0.580275858807391	0.999395725477064
ENSMUSG00000035547	Capn5	13.7314067700286	15.4936076944931	11.1400637555666	20.118842074524	13.3342012864186	13.0985297660199	14.4861085578418	-0.203033876949808	0.475189476508857	-0.427269304113102	0.669183187846167	0.999395725477064
ENSMUSG00000035551	Igfbpl1	36.3478414500757	64.8794822206897	56.8143251533896	45.2673946676791	52.3110973544113	48.0279424754064	50.608013886942	0.107122937261444	0.27268110068629	0.392850611911991	0.694429820782414	0.999395725477064
ENSMUSG00000035559	Mpv17l2	130.852229220273	129.758964441379	106.944612053439	136.808126106763	125.136350534082	108.062870569664	122.927192154267	-0.00606193445623613	0.172149374076537	-0.0352132239153017	0.971909717611724	0.999395725477064
ENSMUSG00000035561	Aldh1b1	8.07729810001683	9.68350480905816	7.79804462889661	9.05347893353582	7.17995453884076	10.9154414716833	8.78462041367191	-0.0837923268017376	0.601071980276989	-0.139404812653426	0.889130269548218	0.999395725477064
ENSMUSG00000035566	Pcdh17	2.42318943000505	0.968350480905816	3.34201912666997	0	2.05141558252593	4.36617658867331	2.19185853479668	0.0760039197088737	1.26626420338538	0.0600221655999404	0.952137980918982	0.999395725477064
ENSMUSG00000035569	Ankrd11	655.068875911365	602.313999123418	631.641614940625	687.058456844996	669.787187694717	670.208106361353	652.679706812746	-0.100823772587965	0.0801878634076577	-1.25734454446552	0.208628900675334	0.999395725477064
ENSMUSG00000035572	Dcaf10	132.467688840276	161.714530311271	154.846886202375	120.713052447144	165.138954393337	135.351474248873	145.038764407213	0.088291325938059	0.164926040171584	0.535338906131522	0.592415527691304	0.999395725477064
ENSMUSG00000035575	Utp6	276.243595020576	262.422980325476	276.273581138051	272.610310109801	263.606902354582	257.604418731725	268.126964613369	0.0375496159003976	0.115087646908663	0.326269733624827	0.74422028543612	0.999395725477064
ENSMUSG00000035578	Iqcg	8.07729810001683	8.71515432815235	13.3680765066799	10.059421037262	15.3856168689445	13.0985297660199	11.4506827678459	-0.370487196465571	0.536482143868702	-0.690586258461276	0.489825585489017	0.999395725477064
ENSMUSG00000035585	Tsen34	844.885381261761	865.7053299298	899.003145074223	826.884409262938	800.052077185113	832.848184289434	844.896421167212	0.0840110025144285	0.0725667546283142	1.15770648618271	0.246983836128152	0.999395725477064
ENSMUSG00000035594	Chrna5	6.46183848001347	4.84175240452908	7.79804462889661	6.03565262235721	6.15424674757779	9.82389732451495	6.85257203464819	-0.205837587777958	0.685206298545135	-0.300402357968692	0.763870265299288	0.999395725477064
ENSMUSG00000035595	Fam174c	46.0405991700959	66.8161831825013	61.2703506556162	43.2555104602267	52.3110973544113	58.9433839470897	54.7728541283235	0.166992809176951	0.256002798686873	0.652308529568875	0.514202158683528	0.999395725477064
ENSMUSG00000035596	Mboat7	182.54693706038	239.182568783737	209.433198604652	191.128999707978	220.527175121538	210.668020403487	208.914483280295	0.0171322211771569	0.139000577509895	0.12325287767914	0.901906854397258	0.999395725477064
ENSMUSG00000035597	Prpf39	151.853204280316	122.980511075039	138.136790569026	140.831894521668	136.419136237974	137.534562543209	137.959349871205	-0.00316182227192386	0.159378961091369	-0.0198383917819068	0.984172291689732	0.999395725477064
