gene_id	NA.	X300_cells_rep1	X300_cells_rep2	X300_cells_rep3	X300_cells_noGSKi_rep1	X300_cells_noGSKi_rep2	X300_cells_noGSKi_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000028946	Hes3	34.1826608767426	60.4286420383112	43.3838061404538	123.669948356725	123.297088344738	163.028713003826	91.3318097934661	1.57055935688293	0.23797576789094	6.59966084279091	4.12099440424061e-11	2.52823006700162e-09
ENSMUSG00000030930	Chst15	79.1084437433186	46.5597733737808	69.8373464699988	11.9680595183927	12.5223605350125	11.0019376873748	38.4996535546464	-2.46076958231162	0.374322688456814	-6.57392580838852	4.90056568546781e-11	2.99289298899362e-09
ENSMUSG00000020376	Rnf130	785.224552711459	798.450581686538	776.675944075441	485.703748788104	517.269815946284	568.100055129898	655.237449722954	-0.587442690842258	0.0896223071162344	-6.55464816455107	5.5773215313049e-11	3.38539736693827e-09
ENSMUSG00000079445	B3gnt7	193.376195817001	187.229726971161	162.953808429997	423.868774609742	377.59733305576	282.049675258154	271.179252356969	0.994268909983603	0.151699088899355	6.55421807208909	5.59341789158505e-11	3.38539736693827e-09
ENSMUSG00000036139	Hoxc9	279.321171735668	326.909047092503	294.16336846454	13.9627361047915	34.6773060969576	53.0093361300785	167.007160937423	-3.14701939713272	0.481283863897942	-6.53880097214325	6.20139849715601e-11	3.73661944268369e-09
ENSMUSG00000032741	Tpcn1	240.25527359082	202.089229111729	217.977172315451	110.704550545133	113.664503317805	81.0142684252143	160.950832884359	-1.11186599456898	0.171288567615398	-6.49118624814177	8.51631164997093e-11	5.10865148176256e-09
ENSMUSG00000020644	Id2	300.807415715335	316.012078856086	285.698235559086	108.709873958734	137.745965885137	186.032764531974	222.501055751059	-1.06197145372743	0.163659888708323	-6.48889267925685	8.64695311104694e-11	5.16406752830976e-09
ENSMUSG00000026447	Pik3c2b	43.9491354129548	42.5972394696292	47.616372593181	166.555494964299	134.856190377057	97.0170868795776	88.7652532827831	1.57145548776752	0.242239738471654	6.4871911507261	8.74513606989487e-11	5.19969610287978e-09
ENSMUSG00000041736	Tspo	103.524630083849	93.1195467475615	102.639736478635	236.369175488256	216.733163105985	185.032588378576	156.236473380477	1.09276347678838	0.168475018151519	6.48620483189737	8.80254760821429e-11	5.21087653807317e-09
ENSMUSG00000022435	Upk3a	15.6263592579395	7.92506780830311	3.1744248395454	80.7844017491508	70.3178706966084	41.007222289306	36.4725577734755	2.83070365089034	0.436984597426943	6.47781104313086	9.30627922797384e-11	5.48501531615559e-09
ENSMUSG00000030428	Ttyh1	27.3461287013941	19.8126695207578	19.0465490372724	114.69390371793	117.517537328578	55.0096884368739	58.9044127904678	2.11502658948797	0.3270243615184	6.46748939335204	9.96445326019051e-11	5.772112688961e-09
ENSMUSG00000037010	Apln	33.2060134231214	36.6534386134019	30.6861067822722	168.550171550697	144.48877540399	68.0119784310441	80.2660807007545	1.92151471238348	0.297103235661323	6.46749843739122	9.96385709858298e-11	5.772112688961e-09
ENSMUSG00000059878	Zfp422	459.024303201972	475.504068498187	546.001072401809	271.276015750235	299.573394337606	317.055840627073	394.739115802814	-0.736690889177134	0.1138970571131	-6.46804147402684	9.92812524387716e-11	5.772112688961e-09
ENSMUSG00000029335	Bmp3	249.045100673411	220.911265156449	274.058677814086	8.97604463879453	6.74280951885286	31.0054607553289	131.78989309282	-3.99526321288412	0.620437440413193	-6.43942959055371	1.19923330463168e-10	6.91711620197169e-09
ENSMUSG00000034761	Map4k5	236.348683776335	215.95809777626	247.605137484541	120.677933477126	111.737986312419	120.021138407725	175.391496205734	-0.989642365617032	0.153889203821139	-6.43087585771947	1.26870749043318e-10	7.28669999930919e-09
ENSMUSG00000030551	Nr2f2	433.631469407821	357.618684849678	387.279830424539	29.9201487959818	32.750789091571	84.0147968854074	220.869286575833	-3.00698937210045	0.468779878244459	-6.4145017985016	1.41284123061767e-10	8.08013478374862e-09
ENSMUSG00000026131	Dst	337.920018952941	380.403254798549	312.151775888631	213.43039474467	145.452033906683	179.03153145819	261.398168291611	-0.939475293365818	0.146633559137289	-6.40695962706744	1.48450107976367e-10	8.45413969348954e-09
ENSMUSG00000095041	AC149090.1	461.954245562836	514.138774063664	549.175497241354	274.268030629833	283.19799979182	346.060949075607	404.799249394186	-0.755119145399256	0.117911280320841	-6.40412981136791	1.51229404514312e-10	8.57623223835995e-09
ENSMUSG00000104445	Rhbg	5.85988472172731	1.98126695207578	2.1162832263636	64.8269890579605	62.6118026750623	22.0038753747496	26.5666836679898	3.89620970612418	0.609771899752798	6.3896183272855	1.6630031063449e-10	9.35231371930711e-09
ENSMUSG00000041559	Fmod	83.0150335578035	56.4661081341597	88.8838955072712	0	0.963258502693266	0	38.2213826169879	-7.74938891805994	1.21336115651209	-6.38671254347403	1.69489806419604e-10	9.4921324367029e-09
ENSMUSG00000058297	Spock2	41.0191930520911	68.3537098466143	34.9186732349994	163.5634800847	155.084618933616	112.019729180543	95.8265673887607	1.57473565624864	0.246998329862895	6.37549111009274	1.8237756929888e-10	1.01716944331694e-08
ENSMUSG00000004864	Mapk13	22.462891433288	26.747103853023	14.8139825845452	85.7710932151477	100.1788842801	66.0116261242487	52.6642635817254	1.97188594264052	0.309739124193767	6.36627984202262	1.93667949873914e-10	1.07569395862067e-08
ENSMUSG00000047409	Ctdspl	345.733198581911	308.087011047783	368.233281387266	149.600743979909	168.570237971322	218.0384014407	259.710479068149	-0.930495344417589	0.146398755904665	-6.35589652840716	2.07214479019795e-10	1.14621878005335e-08
ENSMUSG00000042246	Tmc7	31.252718515879	23.7752034249093	20.1046906504542	94.7471378539423	87.6565237450872	80.0140922718166	56.2583944103481	1.7999918133345	0.283291088564111	6.35385963765374	2.09978449076043e-10	1.15676699068545e-08
ENSMUSG00000029309	Sparcl1	222.675619425638	210.014296920032	239.140004579087	112.699227131531	120.407312836658	101.017791493168	167.659042064352	-1.00644301620862	0.158649052376929	-6.34383251037293	2.2411848304853e-10	1.22964518931139e-08
ENSMUSG00000051855	Mest	12356.5435832156	9045.47426970196	11724.2090740543	2180.18150893387	2082.56488282284	3772.66445061615	6860.27296155747	-2.04354863562632	0.323241150582774	-6.32205593855236	2.58105903864362e-10	1.41038679532684e-08
ENSMUSG00000026235	Epha4	172.866599290956	205.061129539843	197.872481664997	352.060417499385	303.426428348379	395.069580592094	271.059439489276	0.867555563723894	0.137463072601073	6.31118996038737	2.76898063481276e-10	1.50697304951886e-08
ENSMUSG00000028273	Pdlim5	86.9216233722884	110.950949316244	99.4653116390892	226.395792556262	226.365748132917	180.031707611587	155.021855438065	1.09038114739577	0.173067971897192	6.30030580148878	2.97058983135148e-10	1.61020284954823e-08
ENSMUSG00000037995	Igsf9	379.915859458654	427.953661648368	412.675229140902	233.377160608658	217.696421608678	267.047032957188	323.110894237075	-0.765599332005531	0.121540566907495	-6.29912589257735	2.99328811216478e-10	1.61601638599552e-08
ENSMUSG00000008398	Elk3	137.707290960592	94.1101802235994	126.976993581816	42.8855466075739	45.2731496265835	38.0066938291129	80.8266424715462	-1.506927181071	0.23942888924212	-6.29384025395172	3.09706553773922e-10	1.65336168428107e-08
ENSMUSG00000027562	Car2	61.5287895781367	66.3724428945385	47.616372593181	180.51823106909	176.276305992868	113.019905333941	107.555341243626	1.41841479823927	0.225391320414687	6.29312076272322	3.11146082690518e-10	1.65336168428107e-08
ENSMUSG00000031502	Col4a1	741.275417298504	522.063841871967	719.536296963624	372.007183363373	355.442387493815	423.07451288723	522.233273313086	-0.78531232352181	0.124759173552372	-6.29462588730716	3.08142117674123e-10	1.65336168428107e-08
ENSMUSG00000040724	Kcna2	6.83653217534852	5.94380085622733	3.1744248395454	82.7790783355496	41.4201156158104	32.0056369087266	28.6932647885347	3.28107753231942	0.521363840142742	6.29325871817484	3.10869561687334e-10	1.65336168428107e-08
ENSMUSG00000043496	Tril	82.0383861041823	166.426423974365	116.395577449998	33.9095019687793	31.7875305888778	44.0077507494991	79.0941951392836	-1.73460543372468	0.275793304131311	-6.28951249990753	3.18464465513965e-10	1.68561368276156e-08
ENSMUSG00000042797	Aqp11	58.5988472172731	60.4286420383112	50.7907974327264	137.632684461516	151.231584922843	129.022723788304	97.950879976829	1.29782487841508	0.206486124076681	6.28528858400732	3.27245225624525e-10	1.72532375400555e-08
ENSMUSG00000024598	Fbn2	667.050210823292	683.537098466143	678.268774049534	156.582112032305	155.084618933616	282.049675258154	437.095414927174	-1.77316480473533	0.283579382360519	-6.25279874007582	4.03161550138252e-10	2.11730406311906e-08
ENSMUSG00000022587	Ly6e	162.123477301122	179.304659162858	131.209560034543	374.001859949772	392.046210596159	239.042100662052	246.287977951084	1.08749533215318	0.174582514002248	6.22911944170528	4.69064085008705e-10	2.44438531095077e-08
ENSMUSG00000040364	Sec1	54.6922574027882	31.7002712332124	39.1512396877266	3.98935317279757	2.8897755080798	4.00070461359083	22.7372669363659	-3.5321035809967	0.567209109941468	-6.2271629970139	4.74956923980861e-10	2.46557446268064e-08
ENSMUSG00000031431	Tsc22d3	390.658981448487	356.62805137364	438.070627857265	205.451688399075	226.365748132917	252.044390656222	311.536581311268	-0.792797354549809	0.127458456188955	-6.22004516808598	4.97011784334733e-10	2.5701793307149e-08
ENSMUSG00000005148	Klf5	32.2293659695002	28.7283708050988	19.0465490372724	134.640669581918	101.142142782793	65.011449970851	63.4664246912389	1.90593481230209	0.307567161490654	6.19680853789718	5.76195202115349e-10	2.95699872355546e-08
ENSMUSG00000028613	Lrp8	94.7348030012581	116.894750172471	113.221152610453	305.185517719014	253.336986208329	176.031002997997	176.56736878492	1.17800303358491	0.190240541353152	6.19217662652743	5.93390024638493e-10	3.03365670465725e-08
ENSMUSG00000022053	Ebf2	45.9024303201972	35.662805137364	40.2093813009084	0	0	5.00088076698854	21.1292495875764	-4.62308257843924	0.7508369901464	-6.15723870708316	7.40242326773895e-10	3.72800398674151e-08
ENSMUSG00000027581	Stmn3	35.1593083303638	37.6440720894398	30.6861067822722	99.7338293199392	88.6197822477805	114.020081487339	67.643863376189	1.54436387959038	0.253069894269441	6.10251916391964	1.04409586719419e-09	5.23872190316729e-08
ENSMUSG00000033769	Exoc6b	80.0850911969399	82.2225785111448	77.2443377622714	195.478305467081	198.431251554813	142.025013782474	129.247763045787	1.16178844359046	0.190566133822424	6.09651054091832	1.08408804310994e-09	5.41923567327956e-08
ENSMUSG00000015568	Lpl	42.9724879593336	43.5878729456671	42.325664527272	4.98669146599696	6.74280951885286	5.00088076698854	24.2694011973518	-2.94304512763133	0.483054281674729	-6.09257642314632	1.11107771639453e-09	5.53365901777747e-08
ENSMUSG00000021559	Dapk1	267.601402292214	277.377373290609	278.291244266813	546.541384673267	517.269815946284	376.066233677538	377.191242357787	0.806952217487662	0.132686635855825	6.08163898559071	1.18960181936106e-09	5.90296167496922e-08
ENSMUSG00000006205	Htra1	6.83653217534852	6.93443433226522	3.1744248395454	87.7657698015465	56.8322516589027	21.0036992213519	30.4245186714934	3.27961573388535	0.539751295888859	6.07616092608819	1.23093882152853e-09	6.08570742643609e-08
ENSMUSG00000009075	Cabp7	9.76647453621218	3.96253390415155	3.1744248395454	72.8056954035556	46.2364081292768	30.0052846019312	27.6584702357788	3.12795889449528	0.514973029241503	6.07402469038507	1.24743535490406e-09	6.14475729384673e-08
ENSMUSG00000033209	Ttc28	192.39954836338	158.501356166062	180.942215854088	87.7657698015465	85.7300067397007	76.0133876582258	130.225380763834	-1.091601197267	0.180020925993436	-6.06374615197122	1.3298699467916e-09	6.52700169885319e-08
ENSMUSG00000007805	Twist2	35.1593083303638	46.5597733737808	33.8605316218176	2.99201487959818	0.963258502693266	5.00088076698854	20.7559612458737	-3.70032592068562	0.61056039701472	-6.06054034748738	1.35665013774109e-09	6.63431409749692e-08
ENSMUSG00000029455	Aldh2	818.43056613458	811.328816875031	828.524883121349	1919.87621440883	2032.47544068279	1348.23745478011	1293.14556266712	1.10858560831421	0.183131177324654	6.05350560461322	1.41727139093217e-09	6.90574439112329e-08
ENSMUSG00000018865	Sult4a1	15.6263592579395	10.8969682364168	16.9302658109088	79.7870634559514	62.6118026750623	51.0089838232831	39.476907209927	2.15686923726888	0.356610531497234	6.04824885068097	1.46428662083562e-09	7.10916421633755e-08
ENSMUSG00000014846	Tppp3	91.8048606403945	87.1757458913342	89.942037120453	37.8988551415769	26.0079795727182	17.002994607761	58.305412162373	-1.73286375998875	0.287326465332015	-6.03099250877	1.62955742525209e-09	7.82709486428023e-08
ENSMUSG00000005640	Insrr	52.7389624955458	21.7939364728336	30.6861067822722	0	0	0	17.5365009584419	-7.59551047450168	1.25991980548838	-6.0285666130611	1.65420215805949e-09	7.91729309479749e-08
ENSMUSG00000030543	Mesp2	114.267752073682	139.679320121342	130.151418421361	274.268030629833	449.841720757755	492.086667471672	266.715818245941	1.66307051888079	0.276057937238685	6.02435320467842	1.69787222955497e-09	8.09759062978919e-08
ENSMUSG00000033717	Adra2a	13.673064350697	6.93443433226522	11.6395577449998	48.8695763667702	44.3098911238902	85.0149730388051	35.0735828262379	2.46568751517008	0.410902191315074	6.00066771919311	1.96507755535971e-09	9.33896188897537e-08
ENSMUSG00000025969	Nrp2	208.025907621319	180.295292638896	208.453897796815	62.8323124715617	72.2443877019949	120.021138407725	141.978822773052	-1.22697158204936	0.204857515889565	-5.98939012181909	2.10629374598844e-09	9.97496375073892e-08
ENSMUSG00000017754	Pltp	153.333650218531	147.604387929645	114.279294223634	54.8536061259666	56.8322516589027	62.0109215106579	98.1523519445564	-1.25916067245821	0.211208955449285	-5.96168221077426	2.49654319956292e-09	1.17817634840912e-07
ENSMUSG00000045875	Adra1a	56.6455523100306	21.7939364728336	39.1512396877266	0	2.8897755080798	3.00052846019312	20.5801720731439	-4.31399982117852	0.725514419438807	-5.94612554291538	2.7456359929322e-09	1.28673086793771e-07
ENSMUSG00000052397	Ezr	306.667300437062	321.955879712314	280.407527493177	478.722380735708	481.629251346633	457.080502102752	387.743806971274	0.640072669290546	0.107996302002142	5.9268017276911	3.08891557106477e-09	1.44259838971146e-07
ENSMUSG00000014329	Bicc1	81.0617386505611	55.4754746581218	48.6745142063628	209.441041571872	159.900911447082	119.020962254327	112.262440464721	1.39561061578692	0.236257812449956	5.90715118079974	3.48074303945589e-09	1.61998582081159e-07
ENSMUSG00000001247	Lsr	402.378750891942	453.710132025353	408.442662688175	673.20334790959	708.958257982244	567.0998789765	535.632171745634	0.624469417197306	0.105814618728386	5.90154200527099	3.60119707991625e-09	1.67028718170549e-07
ENSMUSG00000020186	Csrp2	420.935052510745	362.571852229867	348.128590736812	211.435718158271	247.557435192169	213.037520673712	300.611028250263	-0.751971309672216	0.127672514144551	-5.88984492637805	3.8655818105611e-09	1.78067432413458e-07
ENSMUSG00000042675	Ypel3	290.064293725502	316.012078856086	296.279651690904	606.381682265231	578.918360118653	396.069756745492	413.954303900311	0.809637983001717	0.137458610216785	5.89004924263998	3.86080558772867e-09	1.78067432413458e-07
ENSMUSG00000027860	Vangl1	63.4820844853792	58.4473750862354	52.90708065909	171.542186430295	164.717203960548	104.018319953362	102.519041762485	1.33147854616523	0.226554973395923	5.87706606571978	4.17601577409998e-09	1.9041785440212e-07
ENSMUSG00000034205	Loxl2	76.178501382455	79.2506780830311	106.872302931362	24.9334573299848	34.6773060969576	21.0036992213519	57.1526575075237	-1.6975873963096	0.28904910440408	-5.87300694049699	4.27960548665616e-09	1.94484293782485e-07
ENSMUSG00000031093	Dock11	145.520470589561	162.463890070214	133.325843260907	320.145592117005	303.426428348379	223.039282207689	214.653584432292	0.939238048410638	0.160039621036283	5.86878450679223	4.390015708237e-09	1.98832355751929e-07
ENSMUSG00000027315	Spint1	74.2252064752125	81.2319450351069	67.7210632436352	184.507584241888	152.194843425536	148.026070702861	117.984452187373	1.11747717501595	0.191281231838524	5.84206387775306	5.15580277789524e-09	2.32735351482448e-07
ENSMUSG00000032076	Cadm1	1793.12472484856	1428.49347244664	1639.06135881861	688.163422307581	760.010958624987	963.169635721992	1212.00392879473	-1.01139614280291	0.173344856519031	-5.83458986388713	5.39230399469143e-09	2.41793777462958e-07
ENSMUSG00000039960	Rhou	289.08764627188	298.180676287404	295.221510077722	492.6851168405	463.327339795461	423.07451288723	376.9294670267	0.644209728236987	0.110406180142429	5.83490641018401	5.38207684477605e-09	2.41793777462958e-07
ENSMUSG00000005533	Igf1r	449.25782866576	415.075426459875	471.931159479083	280.252060389029	260.079795727182	304.053550632903	363.441636892305	-0.662238526242094	0.113931767418335	-5.81258889639171	6.15139980601239e-09	2.74918686032282e-07
ENSMUSG00000024014	Pim1	257.834927756001	239.733301201169	208.453897796815	423.868774609742	415.164414660798	345.060772922209	315.019348157789	0.74479993101237	0.128519344611769	5.79523598772046	6.82251772885663e-09	3.02906321665717e-07
ENSMUSG00000022114	Spry2	152.35700276491	139.679320121342	158.72124197727	300.198826253017	257.190020219102	250.044038349427	209.698408280845	0.841499530614761	0.145237153395304	5.79396876723674	6.8742247828986e-09	3.04201350474696e-07
ENSMUSG00000078619	Smarcd2	270.531344653077	316.012078856086	321.675050407267	487.698425374503	517.269815946284	435.076626728003	391.37722366087	0.666220319148204	0.115021930398818	5.7921156151545	6.95052671391682e-09	3.06572742018743e-07
ENSMUSG00000027996	Sfrp2	463.907540470078	528.007642728195	506.849832714082	323.137606996603	299.573394337606	347.061125229005	411.422857079261	-0.628265364261287	0.108567606036849	-5.78685841196541	7.17149764597969e-09	3.15288937224065e-07
ENSMUSG00000029178	Klf3	163.100124754743	130.763618837001	151.314250684997	73.803033696755	65.5015781831421	62.0109215106579	107.748921277883	-1.14507022732661	0.198019186456469	-5.78262262267366	7.35449231307833e-09	3.22284359576683e-07
ENSMUSG00000000296	Tpd52l1	95.7114504548793	81.2319450351069	81.4769042149986	209.441041571872	188.79866652788	149.026246856258	134.281042443499	1.08170681226575	0.18715187232389	5.77983430694041	7.47742309397267e-09	3.26610936891097e-07
ENSMUSG00000057751	Megf6	149.427060404046	94.1101802235994	168.244516495906	52.8589295395678	45.2731496265835	59.0103930504647	94.820704890028	-1.38942059125984	0.24056866725718	-5.77556756289662	7.6694116983265e-09	3.33916289330041e-07
ENSMUSG00000079481	Nhsl2	45.9024303201972	36.6534386134019	35.9768148481812	6.98136805239575	4.81629251346633	4.00070461359083	22.3885081602055	-2.90920206093263	0.504656404367312	-5.76471840197867	8.17942947703734e-09	3.54976719136891e-07
ENSMUSG00000020105	Lrig3	304.71400552982	317.002712332124	273.000536200904	540.557354914071	493.188353378952	414.072927506651	390.42264831042	0.693632512322483	0.120659096756982	5.74869637653195	8.99341502151717e-09	3.8780869822817e-07
ENSMUSG00000042284	Itga1	8.78982708259096	7.92506780830311	4.2325664527272	45.8775614871721	58.7587686642892	32.0056369087266	26.2649047339682	2.69747312820767	0.469692785883754	5.74305846135623	9.29816069643958e-09	3.98404047364587e-07
ENSMUSG00000038872	Zfhx3	174.819894198198	159.4919896421	187.291065533179	98.7364910267398	81.8769727289276	62.0109215106579	127.371222439967	-1.10341319437952	0.192534701295926	-5.7309834900025	9.98499862006226e-09	4.26479513844874e-07
ENSMUSG00000020400	Tnip1	100.594687722985	90.1476463194479	105.81416131818	182.512907655489	211.916870592519	185.032588378576	146.003143664533	0.967809059770065	0.169479912287631	5.71046471942678	1.12668092854446e-08	4.78201650709578e-07
ENSMUSG00000044303	Cdkn2a	138.683938414213	120.857284076622	160.837525203634	46.8748997803714	48.1629251346633	77.0135638116235	98.7383560701879	-1.28905987450251	0.226415655016716	-5.69333368051491	1.24582570909661e-08	5.27113153469497e-07
ENSMUSG00000031007	Atp6ap2	353.546378210881	336.815381852882	359.768148481812	214.427733037869	215.769904603292	222.039106054291	283.727775373504	-0.686918947488851	0.120828037226515	-5.68509563886313	1.30739474111125e-08	5.5143458814933e-07
ENSMUSG00000018698	Lhx1	54.6922574027882	50.5223072779323	69.8373464699988	339.095019687793	276.455190272967	152.026775316452	157.104816071322	2.13367754249133	0.375967992804386	5.67515741586403	1.38561178664336e-08	5.82604432533504e-07
ENSMUSG00000067924	Rtl8b	227.558856693744	209.023663443995	192.581773599088	411.900715091349	436.356101720049	287.050556025142	294.078611095561	0.8511890654053	0.150333702509345	5.66199761728338	1.49620902489421e-08	6.23281889166579e-07
ENSMUSG00000022969	Il10rb	25.3928337941517	18.8220360447199	20.1046906504542	66.8216656443593	65.5015781831421	83.0146207320097	46.6095708414728	1.74104416038757	0.308155397045147	5.6498902082591	1.60550345929331e-08	6.66753236617903e-07
ENSMUSG00000015843	Rxrg	0	0	1.0581416131818	59.8402975919635	51.0527006427431	27.0047561417381	23.1593159982711	6.99252313994787	1.24023730010875	5.63805260439655	1.71983976413843e-08	7.12045315845899e-07
ENSMUSG00000001661	Hoxc6	201.189375445971	257.564703769851	307.919209435904	91.7551229743441	99.2156257774064	161.028360697031	186.445399683418	-1.12268516393607	0.199358480316618	-5.63148937608793	1.78659983289496e-08	7.37423178733433e-07
ENSMUSG00000003992	Ssbp2	304.71400552982	332.852847948731	294.16336846454	163.5634800847	182.055857009027	204.035935293132	246.897582388325	-0.761900430134906	0.135422899759311	-5.62608267500581	1.84348017661406e-08	7.58580851943902e-07
ENSMUSG00000018924	Alox15	12.6964168970758	3.96253390415155	3.1744248395454	158.576788618703	116.554278825885	56.0098645902716	58.4957179459388	4.05381434823301	0.724319949149268	5.59671779438675	2.18447852264536e-08	8.88069476510376e-07
ENSMUSG00000029545	Acads	357.452968025366	368.515653086095	366.116998160903	242.353205247452	235.99833315985	201.035406832939	295.245427418767	-0.684375982081976	0.122711335450868	-5.57712113202445	2.44531599719739e-08	9.91124024449646e-07
ENSMUSG00000001985	Grik3	17.5796541651819	28.7283708050988	19.0465490372724	103.723182492737	62.6118026750623	64.0112738174533	49.2834721654676	1.81551023571185	0.325743245824369	5.57343938511228	2.49758579611707e-08	1.00445618824793e-06
ENSMUSG00000032387	Rbpms2	315.457127519653	328.890314044579	298.395934917268	535.570663448074	549.057346535162	416.073279813446	407.24077771303	0.670598340416648	0.120324816524568	5.57323384972481	2.50053552086615e-08	1.00445618824793e-06
ENSMUSG00000039263	Npepl1	184.58636873441	184.257826543047	168.244516495906	90.7577846811447	102.105401285486	80.0140922718166	134.994331668635	-0.976554359138343	0.175636742290152	-5.56008011993911	2.69650833100793e-08	1.07993817147625e-06
ENSMUSG00000048022	Tmem229a	31.252718515879	23.7752034249093	28.5698235559086	91.7551229743441	84.7667482370074	70.0123307378395	55.0219912409813	1.56043090437853	0.280674893969902	5.55956709311473	2.70444618773781e-08	1.07993817147625e-06
ENSMUSG00000032420	Nt5e	33.2060134231214	33.6815381852882	23.2791154899996	112.699227131531	98.2523672747131	64.0112738174533	60.8549225536845	1.60526248360933	0.289620414563484	5.54264272437003	2.97940377561236e-08	1.17926723634722e-06
ENSMUSG00000024617	Camk2a	47.8557252274397	42.5972394696292	45.5000893668174	8.97604463879453	5.7795510161596	12.0021138407725	27.1184605932688	-2.34919210094343	0.4254740551497	-5.5213521776713	3.36400756469784e-08	1.32373207290749e-06
ENSMUSG00000001493	Meox1	3882.17362814434	3549.43974464375	3861.15874650039	1222.73674746246	1435.25516901297	2043.35988139152	2665.6873195259	-1.26427739762189	0.229406803944586	-5.51107192935427	3.5665492423418e-08	1.39935218383393e-06
ENSMUSG00000027200	Sema6d	17.5796541651819	15.8501356166062	15.872124197727	57.8456210055648	56.8322516589027	64.0112738174533	37.998510076906	1.85658151625381	0.337519805031705	5.50065948301734	3.78373327717249e-08	1.48026226208687e-06
ENSMUSG00000037211	Spry1	167.006714569228	180.295292638896	201.046906504542	81.7817400423502	85.7300067397007	109.01920072035	137.479976869178	-0.987233034292967	0.179756358095119	-5.49206183722618	3.97268235003599e-08	1.54969056874092e-06
ENSMUSG00000042363	Lgalsl	108.407867351955	109.960315840206	107.930444544544	246.34255842025	238.88810866793	162.028536850429	162.259638612552	0.988533364256114	0.180113269360387	5.48839831605169	4.05594643437084e-08	1.57761121108655e-06
ENSMUSG00000039477	Tnrc18	284.204409003774	285.302441098912	333.314608152267	170.544848137096	166.643720965935	198.034878372746	239.674150955122	-0.753756784987831	0.138165955718431	-5.45544509187138	4.88503255577358e-08	1.8892058568847e-06
ENSMUSG00000045671	Spred2	256.85828030238	281.33990719476	264.53540329545	496.674470013297	424.79699968773	369.065000603754	348.878343516229	0.684946706780471	0.125774295997532	5.44584011659992	5.15614362033892e-08	1.98269146563289e-06
ENSMUSG00000020387	Jade2	7.81317962896974	18.8220360447199	6.3488496790908	58.8429592987641	56.8322516589027	42.0073984427037	31.7777791255252	2.25103786871297	0.413505824326164	5.44378757513558	5.21594174353079e-08	1.99998766228509e-06
ENSMUSG00000002603	Tgfb1	37.1126032376063	31.7002712332124	30.6861067822722	92.7524612675435	90.546299253167	82.014444578612	60.8020310587356	1.41342628311836	0.259717441489506	5.44216928602183	5.26356184184601e-08	2.01252958015285e-06
ENSMUSG00000038668	Lpar1	325.223602055866	248.64900248551	268.767969748177	144.614052513912	148.341809414763	182.032059918383	219.604749356102	-0.828031396692748	0.152245400396746	-5.43879417397785	5.36423817614731e-08	2.04522945377006e-06
ENSMUSG00000032570	Atp2c1	247.091805766168	277.377373290609	271.942394587723	399.932655572956	411.311380650025	409.072046739662	336.12127610119	0.61619518578868	0.113362370479116	5.43562368345321	5.46050918304355e-08	2.07607020967715e-06
ENSMUSG00000046718	Bst2	31.252718515879	40.6159725175534	27.5116819427268	142.619375927513	116.554278825885	58.010216897067	69.4273741044374	1.67273290309681	0.307814973540659	5.43421550893416	5.50380302639139e-08	2.08665251256193e-06
ENSMUSG00000005514	Por	358.429615478987	406.159725175534	351.303015576358	649.267228872804	579.881618621346	492.086667471672	472.85464519945	0.624905445339207	0.115054131700476	5.43140377579873	5.59124623575931e-08	2.1138669592169e-06
ENSMUSG00000019817	Plagl1	79.1084437433186	131.754252313039	104.756019704998	18.9494275707885	30.8242720861845	52.0091599766808	69.5669292325016	-1.63329788841326	0.301318606143505	-5.42050127377595	5.94321490063057e-08	2.24065842217349e-06
ENSMUSG00000021253	Tgfb3	41.9958405057124	24.7658369009472	37.034956461363	3.98935317279757	3.85303401077306	5.00088076698854	19.4399836364303	-3.01583849493986	0.556776582985756	-5.41660441027746	6.07415263282389e-08	2.28364451490875e-06
ENSMUSG00000032402	Smad3	356.476320571745	340.777915757034	318.500625567722	192.486290587483	211.916870592519	227.03998682128	274.53300164963	-0.686449814219404	0.126746713347942	-5.41591806278225	6.09750213887093e-08	2.28605517689836e-06
ENSMUSG00000024501	Dpysl3	149.427060404046	136.707419693229	122.744427129089	60.8376358851629	56.8322516589027	72.0126830446349	99.7602463025107	-1.11001971037577	0.204997611161783	-5.41479339239589	6.13595149917943e-08	2.29409798848822e-06
ENSMUSG00000021614	Vcan	433.631469407821	420.028593840065	471.931159479083	289.228105027824	299.573394337606	290.051084485335	367.407301096289	-0.592155187628706	0.109733728825946	-5.3962914954613	6.80323871995652e-08	2.53655560782467e-06
ENSMUSG00000042745	Id1	86.9216233722884	74.2975107028416	89.942037120453	179.520892775891	179.166081500947	144.02536608927	125.645585260282	1.00238798287352	0.185844901310097	5.39368029904117	6.90289922646027e-08	2.56662343965659e-06
ENSMUSG00000000881	Dlg3	313.503832612411	317.002712332124	299.454076530449	510.637206118089	493.188353378952	415.073103660049	391.476547438679	0.609359026917315	0.113469434206188	5.37024821865275	7.86283413108519e-08	2.90752526759608e-06
ENSMUSG00000021130	Galnt16	172.866599290956	168.407690926441	149.197967458634	22.938780743586	15.4121360430923	50.0088076698854	96.471997022099	-2.47463582013417	0.46166346967154	-5.3602591123244	8.31026703685916e-08	3.05837595699056e-06
